mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_svc__C;param_svc__gamma;param_svc__kernel;param_svc__random_state;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;split5_test_score;split6_test_score;split7_test_score;split8_test_score;split9_test_score;mean_test_score;std_test_score;rank_test_score
0.7060984611511231;0.08619757894384926;0.03540048599243164;0.00635934992482363;1;1;rbf;1;{'svc__C': 1, 'svc__gamma': 1, 'svc__kernel': 'rbf', 'svc__random_state': 1};0.7142857142857143;0.7448979591836735;0.673469387755102;0.6938775510204082;0.5714285714285714;0.6907216494845361;0.6494845360824743;0.6391752577319587;0.5979381443298969;0.6597938144329897;0.6635072585735325;0.04954329976046674;10
0.696599793434143;0.04959320868089004;0.03619937896728516;0.008206710954258022;1;1;rbf;;{'svc__C': 1, 'svc__gamma': 1, 'svc__kernel': 'rbf', 'svc__random_state': None};0.6836734693877551;0.7244897959183674;0.6632653061224489;0.673469387755102;0.5612244897959183;0.6804123711340206;0.6701030927835051;0.6391752577319587;0.6082474226804123;0.6701030927835051;0.6574163686092993;0.042818351764296374;14
0.6988014698028564;0.03811945185119758;0.03833980560302734;0.00559299747429317;1;0.1;rbf;1;{'svc__C': 1, 'svc__gamma': 0.1, 'svc__kernel': 'rbf', 'svc__random_state': 1};0.6938775510204082;0.7040816326530612;0.6428571428571429;0.6632653061224489;0.5714285714285714;0.6804123711340206;0.6597938144329897;0.6288659793814433;0.6082474226804123;0.6185567010309279;0.6471386492741426;0.03920214795923766;15
0.7185479164123535;0.06031585434219564;0.03819875717163086;0.004686437199954846;1;0.1;rbf;;{'svc__C': 1, 'svc__gamma': 0.1, 'svc__kernel': 'rbf', 'svc__random_state': None};0.6428571428571429;0.6530612244897959;0.6326530612244898;0.6428571428571429;0.5714285714285714;0.6804123711340206;0.6597938144329897;0.5773195876288659;0.5876288659793815;0.5979381443298969;0.6245949926362296;0.03610473961853154;16
0.6941001653671265;0.042053755834564124;0.03149864673614502;0.007593602099166146;10;1;rbf;1;{'svc__C': 10, 'svc__gamma': 1, 'svc__kernel': 'rbf', 'svc__random_state': 1};0.7448979591836735;0.7448979591836735;0.7040816326530612;0.7244897959183674;0.6122448979591837;0.711340206185567;0.711340206185567;0.6597938144329897;0.6185567010309279;0.711340206185567;0.6942983378918577;0.0454524816341235;1
0.6893009901046753;0.04064253262755066;0.03049905300140381;0.005333563763830228;10;1;rbf;;{'svc__C': 10, 'svc__gamma': 1, 'svc__kernel': 'rbf', 'svc__random_state': None};0.7448979591836735;0.7448979591836735;0.7040816326530612;0.7142857142857143;0.5918367346938775;0.7422680412371134;0.711340206185567;0.6597938144329897;0.6082474226804123;0.711340206185567;0.6932989690721649;0.052518100981976006;3
0.7418004751205445;0.06068351311201695;0.029699254035949706;0.003689525031195255;10;0.1;rbf;1;{'svc__C': 10, 'svc__gamma': 0.1, 'svc__kernel': 'rbf', 'svc__random_state': 1};0.7040816326530612;0.6938775510204082;0.6224489795918368;0.6938775510204082;0.6428571428571429;0.7628865979381443;0.7422680412371134;0.6494845360824743;0.5876288659793815;0.7010309278350515;0.6800441826215022;0.05129347627410975;7
0.7455000638961792;0.033460455319011505;0.027799773216247558;0.0022707378621815402;10;0.1;rbf;;{'svc__C': 10, 'svc__gamma': 0.1, 'svc__kernel': 'rbf', 'svc__random_state': None};0.7040816326530612;0.673469387755102;0.6326530612244898;0.6836734693877551;0.6326530612244898;0.7525773195876289;0.7422680412371134;0.6597938144329897;0.6082474226804123;0.6804123711340206;0.6769829581317063;0.044418663562180855;8
0.7154995203018188;0.049695103946228524;0.03239963054656982;0.007643752278203553;100;1;rbf;1;{'svc__C': 100, 'svc__gamma': 1, 'svc__kernel': 'rbf', 'svc__random_state': 1};0.7551020408163265;0.7448979591836735;0.7040816326530612;0.7142857142857143;0.6224489795918368;0.7216494845360825;0.711340206185567;0.6494845360824743;0.6185567010309279;0.6907216494845361;0.69325689038502;0.04549777992316448;4
0.7182004451751709;0.054347196236235795;0.03279998302459717;0.0076001168974592324;100;1;rbf;;{'svc__C': 100, 'svc__gamma': 1, 'svc__kernel': 'rbf', 'svc__random_state': None};0.7244897959183674;0.7551020408163265;0.6938775510204082;0.7244897959183674;0.5918367346938775;0.7319587628865979;0.7319587628865979;0.6494845360824743;0.6082474226804123;0.711340206185567;0.6922785609088996;0.05340222664233187;5
0.710499906539917;0.10246398463962408;0.026399683952331544;0.0036925384795762407;100;0.1;rbf;1;{'svc__C': 100, 'svc__gamma': 0.1, 'svc__kernel': 'rbf', 'svc__random_state': 1};0.6836734693877551;0.6632653061224489;0.6326530612244898;0.6836734693877551;0.5918367346938775;0.7319587628865979;0.6907216494845361;0.6701030927835051;0.5773195876288659;0.7010309278350515;0.6626236061434884;0.04604381028029773;11
0.7072008132934571;0.08416088554736113;0.02829902172088623;0.0034082781821050128;100;0.1;rbf;;{'svc__C': 100, 'svc__gamma': 0.1, 'svc__kernel': 'rbf', 'svc__random_state': None};0.6938775510204082;0.6632653061224489;0.6122448979591837;0.6632653061224489;0.6122448979591837;0.7422680412371134;0.6907216494845361;0.6597938144329897;0.5773195876288659;0.7010309278350515;0.661603197980223;0.04683576679515637;13
