mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_multinomial-naive-bayes__alpha;param_multinomial-naive-bayes__class_prior;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;split5_test_score;split6_test_score;split7_test_score;split8_test_score;split9_test_score;mean_test_score;std_test_score;rank_test_score
0.055498695373535155;0.004631959876681634;0.008199930191040039;0.001165342773839505;0.01;;{'multinomial-naive-bayes__alpha': 0.01, 'multinomial-naive-bayes__class_prior': None};0.6224489795918368;0.6122448979591837;0.5816326530612245;0.5510204081632653;0.5510204081632653;0.6804123711340206;0.6701030927835051;0.6185567010309279;0.6288659793814433;0.6494845360824743;0.6165790027351148;0.04248238392522104;4
0.04210052490234375;0.009753778160721104;0.006798076629638672;0.002357754722047818;0.1;;{'multinomial-naive-bayes__alpha': 0.1, 'multinomial-naive-bayes__class_prior': None};0.6938775510204082;0.6836734693877551;0.6122448979591837;0.6224489795918368;0.5816326530612245;0.711340206185567;0.7010309278350515;0.6701030927835051;0.6804123711340206;0.6597938144329897;0.6616557963391543;0.0404362568414117;2
0.038199758529663085;0.004019462771791129;0.005099940299987793;0.001044884828474608;0.5;;{'multinomial-naive-bayes__alpha': 0.5, 'multinomial-naive-bayes__class_prior': None};0.6836734693877551;0.7040816326530612;0.6632653061224489;0.6530612244897959;0.5714285714285714;0.7319587628865979;0.7319587628865979;0.6391752577319587;0.6391752577319587;0.6391752577319587;0.6656953503050703;0.04662627683185311;1
0.032700181007385254;0.0026840099312810456;0.005100154876708984;0.0015135587939452341;1.0;;{'multinomial-naive-bayes__alpha': 1.0, 'multinomial-naive-bayes__class_prior': None};0.6530612244897959;0.6836734693877551;0.673469387755102;0.6428571428571429;0.5714285714285714;0.7010309278350515;0.6804123711340206;0.5876288659793815;0.5979381443298969;0.6185567010309279;0.6410056806227645;0.04269419389272537;3
0.03219902515411377;0.0028571383434639864;0.005300354957580566;0.001616727119313686;10.0;;{'multinomial-naive-bayes__alpha': 10.0, 'multinomial-naive-bayes__class_prior': None};0.5;0.5510204081632653;0.6224489795918368;0.5102040816326531;0.41836734693877553;0.5463917525773195;0.5257731958762887;0.4845360824742268;0.5257731958762887;0.5154639175257731;0.5199978960656427;0.049320041523222564;5
